id,title,group,priority,has_purpose,visual_status,issue_code,field,finding,recommended_action,verified,verification_note,gate_e_label,gate_e_note
ea_behind_neck_lat_pull_down_machine,Behind Neck Lat Pull Down Machine,Back,P1,False,NOT_VERIFIED,BEHIND_NECK,Purpose/Steps,Behind-neck positioning can demand substantial shoulder external rotation/abduction and cervical positioning that is not appropriate for every user.,"Prefer a front-of-body variation by default; if retained, label Advanced and require pain-free shoulder mobility and controlled range.",REAL,Title/Steps confirm behind-neck movement pattern,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_bent_over_barbell_row,Bent Over Barbell Row,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Steps; Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Bent Over Row Pronated Grip, Bent Over Barbell Row.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"Pronated (overhand) is the standard/default bent-over-row grip -- qualifier restates the default, not a distinguishing claim"
ea_cable_silverback_shrug,Cable Silverback Shrug,Back,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"REV2 changed this card, but the edit does not close every prior finding. Keep the unresolved prior action(s) below.",Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.; Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.,REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: lifestyle words: ['posture'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_chin_up,Chin Up,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Chin Up, Chin Up Reverse Normal Grip.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"A chin-up is defined by its underhand/reverse grip -- ""Reverse Normal Grip"" restates the base definition of a chin-up, not a distinguishing claim"
ea_chin_up_reverse_normal_grip,Chin Up Reverse Normal Grip,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Chin Up, Chin Up Reverse Normal Grip.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"A chin-up is defined by its underhand/reverse grip -- ""Reverse Normal Grip"" restates the base definition of a chin-up, not a distinguishing claim"
ea_dumbbell_goblet_good_morning,Dumbbell Goblet Good Morning,Back,P2,True,PASS,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_kettlebell_pullover,Kettlebell Pullover,Back,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.,REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: lifestyle words: ['desk'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_plate_glute_bridge_to_pullover,Plate Glute Bridge to Pullover,Back,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps; Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.,REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: lifestyle words: ['desk'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_plate_good_morning,Plate Good Morning,Back,P2,True,PASS,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.,REAL,,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_plate_pinch_grip_row,Plate Pinch Grip Row,Back,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"REV2 changed this card, but the edit does not close every prior finding. Keep the unresolved prior action(s) below.","Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.",REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: absolute/comparative words: ['best '],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_pull_up_wide_grip,Pull Up Wide Grip,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Pull Up Wide Grip, Pull Up Wide Grip Front View.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['front', 'view']"
ea_pull_up_wide_grip_front_view,Pull Up Wide Grip Front View,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Pull Up Wide Grip, Pull Up Wide Grip Front View.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['front', 'view']"
ea_theraband_scapula_retraction,Theraband Scapula Retraction,Back,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.,REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: lifestyle words: ['posture'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_upright_row_barbell,Upright Row Barbell,Back,P1,False,NOT_VERIFIED,UPRIGHT_ROW,Purpose/Steps,Upright-row tolerance varies with shoulder anatomy and range; rigid height or pain claims should be avoided.,"Use a comfortable range, avoid forcing elbows high, and stop if there is pinching at the front/top of the shoulder; offer lateral-raise/cable alternatives.",REAL,Title confirms upright-row movement pattern,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_barbell_bicep_curl_normal_grip,Barbell Bicep Curl Normal Grip,Biceps,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Bicep Curl Normal Grip, Barbell Biceps Curl.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"""Normal Grip"" (supinated) is the default curl grip already described in Steps; bicep/biceps is a spelling variant"
ea_barbell_biceps_curl,Barbell Biceps Curl,Biceps,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Bicep Curl Normal Grip, Barbell Biceps Curl.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"""Normal Grip"" (supinated) is the default curl grip already described in Steps; bicep/biceps is a spelling variant"
ea_barbell_drag_biceps_curl,Barbell Drag Biceps Curl,Biceps,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Drag Biceps Curl, Barbell Drag Curl.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"""Biceps"" is a clarifying insert; drag curl is inherently a biceps movement -- not a distinguishing claim, Steps identical and correct for both"
ea_barbell_drag_curl,Barbell Drag Curl,Biceps,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Drag Biceps Curl, Barbell Drag Curl.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,"""Biceps"" is a clarifying insert; drag curl is inherently a biceps movement -- not a distinguishing claim, Steps identical and correct for both"
ea_dumbbell_seated_zottman_curl,Dumbbell Seated Zottman Curl,Biceps,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.,REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: lifestyle words: ['sitting'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_hammer_strength_mts_iso_lateral_biceps_curl_alternate_arm,Hammer Strength MTS Iso-lateral Biceps Curl Alternate Arm,Biceps,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Hammer Strength MTS Iso-lateral Biceps Curl Alternate Arm, Hammer Strength MTS Iso-lateral Biceps Curl Arm Alternating.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,alternate/alternating naming duplicate
ea_hammer_strength_mts_iso_lateral_biceps_curl_arm_alternating,Hammer Strength MTS Iso-lateral Biceps Curl Arm Alternating,Biceps,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Hammer Strength MTS Iso-lateral Biceps Curl Alternate Arm, Hammer Strength MTS Iso-lateral Biceps Curl Arm Alternating.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),DEDUP_CANDIDATE,alternate/alternating naming duplicate
ea_agility_ladder_skipping_1_touch,Agility Ladder Skipping 1 Touch,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,The superlative was softened only from 'most effective' to 'one of the most effective'. This remains an unnecessary ranking claim; say it trains rapid foot contacts and coordination.,"Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.",REAL,"Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: absolute/comparative words: ['most effective', 'one of the']",FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_agility_ladder_skipping_1_touch,Agility Ladder Skipping 1 Touch,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.",REAL,Comparative/superlative language confirmed in Purpose text,PERFORMANCE_CLAIM,Gate E: genuine unqualified comparative/exclusivity claim about training effect -- needs softening
ea_battle_rope_double_arm_slams,Battle Rope Double Arm Slams,Calisthenics-Cardio-Plyo-Functional,P2,True,PASS,SUPERLATIVE_CLAIM,Purpose,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.",REAL,Comparative/superlative language confirmed in Purpose text,FALSE_POSITIVE,Gate E: comparative word matched but sentence does not compare this exercise to other exercises (programming/technique advice or self-referential form cue)
ea_box_sled_push,Box Sled Push,Calisthenics-Cardio-Plyo-Functional,P0,True,TITLE/POSTER ACCEPTED AS MOVEMENT-FAMILY CONVENTION; STEPS↔POSTER FAIL,BOX_SLED_STEP_IMAGE,Image↔Steps; Purpose/Steps,"Poster shows a box/block push, but Step 1 still says to load a sled and grip sled handles/frame.","Rewrite Steps for the box actually shown, or replace the poster with a true sled-push image.",REAL,"equipmentLabel=""Sled"" conflicts with poster/Steps showing a box (direction of the original finding text was backwards, but the underlying conflict is real)",FIXED,"Already fixed and pushed, commit 372144f"
ea_briskly_walking,Briskly Walking,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Briskly Walking, Briskly Walking (360 Degrees).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['360', 'degrees']"
ea_briskly_walking_360_degrees,Briskly Walking (360 Degrees),Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Briskly Walking, Briskly Walking (360 Degrees).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),LEGITIMATE_VARIANT,"differs only by camera/view/angle words: ['360', 'degrees']"
ea_butt_kicks,Butt Kicks,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Butt Kicks, Butt Kicks Slow.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),REAL_DEFECT,"Title claims a tempo distinction (Slow) but Steps say ""jogging in place...quick, continuous motion"" for BOTH -- directly contradicts the ""Slow"" title; needs its own slow-tempo cue"
ea_butt_kicks_slow,Butt Kicks Slow,Calisthenics-Cardio-Plyo-Functional,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Butt Kicks, Butt Kicks Slow.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata.",REAL,Confirmed identical Steps text vs named sibling(s),REAL_DEFECT,"Title claims a tempo distinction (Slow) but Steps say ""jogging in place...quick, continuous motion"" for BOTH -- directly contradicts the ""Slow"" title; needs its own slow-tempo cue"
ea_hand_stand_hold,Hand Stand Hold,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps; Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Remove absolute claim; add wall/spotter progression, wrist/shoulder/neck screening, exit strategy and Advanced difficulty.; Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.",REAL,Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: absolute/comparative words: ['few other'],FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_hand_stand_hold,Hand Stand Hold,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps; Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.",REAL,Comparative/superlative language confirmed in Purpose text,PERFORMANCE_CLAIM,Gate E: genuine unqualified comparative/exclusivity claim about training effect -- needs softening
ea_heavy_bag_sled_drag,Heavy Bag Sled Drag,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,MEDICAL_CLAIM,Purpose/Steps,"Uses rehabilitation, pain-treatment, injury-prevention or symptom language that can read as a therapeutic promise rather than fitness coaching.","Describe the training target. If rehab is mentioned, qualify it as clinician-led and avoid promising symptom relief or injury prevention.",REAL,Purpose text contains rehab/clinical-adjacent framing,FALSE_POSITIVE,"Gate E: required safety/hedge language already present in live text, or matched phrase is not the claimed causal/spine cue -- see chat evidence 2026-08-15"
ea_low_box_quick_feet,Low Box Quick Feet,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,PRIOR_REAUDIT,Purpose; Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Replace with 'can', 'may', 'often', 'a useful option', or a specific observable training effect.",REAL,"Gate A vs SPTR_H3_REV2_ACTION_REGISTER_2026-08-15.md: absolute/comparative words: ['best ', 'one of the']",FALSE_POSITIVE,"Gate E: lifestyle/comparative trigger word matched in a non-causal, non-comparative sentence (setup mechanics, programming-timing advice, or hedged rationale)"
ea_low_box_quick_feet,Low Box Quick Feet,Calisthenics-Cardio-Plyo-Functional,P1,True,PASS,SUPERLATIVE_CLAIM,Purpose; Purpose/Steps,"Uses a best/most/only/comparative claim without a defined population, outcome or evidence threshold.","State the direct training effect, or soften to 'can', 'may', 'often', 'a useful option' and define the comparison if it matters.",REAL,Comparative/superlative language confirmed in Purpose text,STYLE_HYPERBOLE,"Gate E: vague enthusiasm, no specific measurable comparative claim"
