id,title,group,priority,has_purpose,visual_status,issue_code,field,finding,recommended_action
ea_alternate_leg_raise_from_reverse_plank_position,Alternate Leg Raise From Reverse Plank Position,Abdominals,P1,False,NOT_VERIFIED,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_arm_rotation_knee_lift,Arm Rotation Knee Lift,Abdominals,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_rollout,Barbell Rollout,Abdominals,P1,False,NOT_VERIFIED,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_barbell_side_bends,Barbell Side Bends,Abdominals,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_copenhagen_plank,Copenhagen Plank,Abdominals,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Keep the card inside fitness scope: describe the training target; add symptom-based stop/referral guidance instead of promising treatment.
ea_decline_levitating_sit_ups_bodyweight,Decline Levitating Sit Ups Bodyweight,Abdominals,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_diagonal_chop_cable,Diagonal Chop Cable,Abdominals,P1,False,NOT_VERIFIED,EQUIPMENT_TEXT_CONFLICT,Title↔Steps,Title equipment (cable) conflicts with equipment explicitly named in Steps (band).,Verify the poster/vendor source; then align title and Steps to the same implement. Do not auto-map this without visual confirmation.
ea_dumbbell_half_kneeling_wood_chopper,Dumbbell Half Kneeling Wood Chopper,Abdominals,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Qualify the target: 'about ... if comfortable and controlled' or use available pain-free ROM.
ea_dumbbell_single_arm_starfish_crunch,Dumbbell Single Arm Starfish Crunch,Abdominals,P1,False,NOT_VERIFIED,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_dumbbell_straight_arm_crunch,Dumbbell Straight Arm Crunch,Abdominals,P1,False,NOT_VERIFIED,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_dumbbell_straight_arm_twisting_sit_up,Dumbbell Straight Arm Twisting Sit-up,Abdominals,P1,False,NOT_VERIFIED,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_dumbbell_suitcase_crunch,Dumbbell Suitcase Crunch,Abdominals,P2,True,PASS,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_exercise_ball_sit_ups,Exercise Ball Sit Ups,Abdominals,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_flat_knee_raise,Flat Knee Raise,Abdominals,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"REV2 changed this card, but the edit does not close every prior finding. Keep the unresolved prior action(s) below.","Prefer 'abdominals', 'rectus abdominis', or explain posterior pelvic tilt/hip curl in user-friendly language.; Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required."
ea_flat_knee_raise,Flat Knee Raise,Abdominals,P2,True,PASS,LOWER_ABS_TERM,Purpose/Steps,Uses 'lower stomach/lower abs' as if it were a separate muscle compartment.,Use 'abdominals/rectus abdominis' and describe the movement (for example posterior pelvic tilt or hip flexion control) instead.
ea_hanging_leg_raises,Hanging Leg Raises,Abdominals,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps; Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,"Prefer 'abdominals', 'rectus abdominis', or explain posterior pelvic tilt/hip curl in user-friendly language."
ea_hanging_leg_raises,Hanging Leg Raises,Abdominals,P1,True,PASS,FORCED_ROM,Purpose/Steps; Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_hanging_leg_raises,Hanging Leg Raises,Abdominals,P1,True,PASS,LOWER_ABS_TERM,Purpose/Steps; Steps,Uses 'lower stomach/lower abs' as if it were a separate muscle compartment.,Use 'abdominals/rectus abdominis' and describe the movement (for example posterior pelvic tilt or hip flexion control) instead.
ea_high_cable_kneeling_crunch,High Cable Kneeling Crunch,Abdominals,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_landmine_hollow_hold,Landmine Hollow Hold,Abdominals,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.
ea_landmine_russian_twist,Landmine Russian Twist,Abdominals,P1,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Keep the card inside fitness scope: describe the training target; add symptom-based stop/referral guidance instead of promising treatment.
ea_leg_raises_straight_legs,Leg Raises (straight Legs),Abdominals,P1,False,NOT_VERIFIED,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_med_ball_half_kneeling_wood_choppers,Med Ball Half Kneeling Wood Choppers,Abdominals,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Qualify the target: 'about ... if comfortable and controlled' or use available pain-free ROM.
ea_plate_pinch_grip_side_bend,Plate Pinch Grip Side Bend,Abdominals,P1,True,PASS,FORCED_ROM,Steps,Unqualified maximum-range cue may push a user beyond the range they can control without symptoms or compensation.,"Use the largest controlled, pain-free range available without compensation; regress range if alignment or symptoms deteriorate."
ea_plate_russian_twist,Plate Russian Twist,Abdominals,P2,True,PASS,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_plate_standing_twist,Plate Standing Twist,Abdominals,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,Purpose presents speed + heavy load as the combination that 'hurts backs'. Keep the control/load caution but avoid a universal injury mechanism claim.,"None specific. Retain the card, but it should still pass the global linter and image/equipment gate after the H3 generator is updated."
ea_reverse_plank,Reverse Plank,Abdominals,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,This card was not materially changed in REV2 for the prior finding(s); the previous finding remains open.,Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.
ea_russian_twist_weighted_ball,Russian Twist Weighted Ball,Abdominals,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_standing_ab_wheel_rollout,Standing Ab Wheel Rollout,Abdominals,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_45_degree_hyperextension_arms_in_front_of_chest,45 Degree Hyperextension (arms in Front of Chest),Back,P2,False,NOT_VERIFIED,VAGUE_HOLD,Steps; Title↔Steps,Uses vague timing ('hold for a while/few seconds').,"Use an explicit short pause such as 1–2 seconds, or a defined static-stretch duration when appropriate."
ea_45_degree_hyperextension_arms_in_front_of_chest,45 Degree Hyperextension (arms in Front of Chest),Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Steps; Title↔Steps,"Steps are exactly identical to another differently named exercise: 45 Degree Hyperextension (arms in Front of Chest), 45 Degree Hyperextension Arms to Chest, Back Extension Machine.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_45_degree_hyperextension_arms_to_chest,45 Degree Hyperextension Arms to Chest,Back,P2,False,NOT_VERIFIED,VAGUE_HOLD,Steps; Title↔Steps,Uses vague timing ('hold for a while/few seconds').,"Use an explicit short pause such as 1–2 seconds, or a defined static-stretch duration when appropriate."
ea_45_degree_hyperextension_arms_to_chest,45 Degree Hyperextension Arms to Chest,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Steps; Title↔Steps,"Steps are exactly identical to another differently named exercise: 45 Degree Hyperextension (arms in Front of Chest), 45 Degree Hyperextension Arms to Chest, Back Extension Machine.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_assisted_chin_up_normal_width_reverse_grip,Assisted Chin Up Normal Width Reverse Grip,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Assisted Chin Up Normal Width Reverse Grip, Assisted Close Grip Underhand Chin Up.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_assisted_close_grip_underhand_chin_up,Assisted Close Grip Underhand Chin Up,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Assisted Chin Up Normal Width Reverse Grip, Assisted Close Grip Underhand Chin Up.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_assisted_pull_up,Assisted Pull Up,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Assisted Pull Up, Assisted Pull Up Normal Grip.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_assisted_pull_up_normal_grip,Assisted Pull Up Normal Grip,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Assisted Pull Up, Assisted Pull Up Normal Grip.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_back_extension_machine,Back Extension Machine,Back,P2,False,NOT_VERIFIED,VAGUE_HOLD,Steps; Title↔Steps,Uses vague timing ('hold for a while/few seconds').,"Use an explicit short pause such as 1–2 seconds, or a defined static-stretch duration when appropriate."
ea_back_extension_machine,Back Extension Machine,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Steps; Title↔Steps,"Steps are exactly identical to another differently named exercise: 45 Degree Hyperextension (arms in Front of Chest), 45 Degree Hyperextension Arms to Chest, Back Extension Machine.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_back_extension_on_exercise_ball,Back Extension on Exercise Ball,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_band_bent_over_row,Band Bent-over Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_band_fixed_back_underhand_pulldown,Band Fixed Back Underhand Pulldown,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_bent_over_row_pronated_grip,Barbell Bent Over Row Pronated Grip,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps; Title↔Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_bent_over_row_pronated_grip,Barbell Bent Over Row Pronated Grip,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Steps; Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Bent Over Row Pronated Grip, Bent Over Barbell Row.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_barbell_bent_over_row_supinated_grip,Barbell Bent Over Row Supinated Grip,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_deadlift_360_degrees,Barbell Deadlift 360 Degrees,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps; Title↔Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_deadlift_360_degrees,Barbell Deadlift 360 Degrees,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Steps; Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Deadlift 360 Degrees, Barbell Deadlift, Barbell Deadlift (front POV), Barbell Deadlift (side POV).","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_barbell_good_morning,Barbell Good Morning,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_long_landmine_row,Barbell Long Landmine Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_meadows_row,Barbell Meadows Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_one_arm_single_deadlift,Barbell One Arm Single Deadlift,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_push_bent_over_row,Barbell Push Bent Over Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_reverse_deadlift,Barbell Reverse Deadlift,Back,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"REV2 changed this card, but the edit does not close every prior finding. Keep the unresolved prior action(s) below.","Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.; Use 'move through the largest controlled, pain-free range you can maintain without compensation.'"
ea_barbell_reverse_grip_bent_over_row,Barbell Reverse Grip Bent Over Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_seated_good_morning,Barbell Seated Good Morning,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_single_leg_deadlift,Barbell Single Leg Deadlift,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_sumo_deadlift,Barbell Sumo Deadlift,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_underhand_bent_over_row,Barbell Underhand Bent Over Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_barbell_wide_grip_upright_row,Barbell Wide Grip Upright Row,Back,P1,False,NOT_VERIFIED,UPRIGHT_ROW,Purpose/Steps,Upright-row tolerance varies with shoulder anatomy and range; rigid height or pain claims should be avoided.,"Use a comfortable range, avoid forcing elbows high, and stop if there is pinching at the front/top of the shoulder; offer lateral-raise/cable alternatives."
ea_behind_neck_lat_pull_down_machine,Behind Neck Lat Pull Down Machine,Back,P1,False,NOT_VERIFIED,BEHIND_NECK,Purpose/Steps,Behind-neck positioning can demand substantial shoulder external rotation/abduction and cervical positioning that is not appropriate for every user.,"Prefer a front-of-body variation by default; if retained, label Advanced and require pain-free shoulder mobility and controlled range."
ea_bent_over_barbell_row,Bent Over Barbell Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps; Title↔Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_bent_over_barbell_row,Bent Over Barbell Row,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Steps; Title↔Steps,"Steps are exactly identical to another differently named exercise: Barbell Bent Over Row Pronated Grip, Bent Over Barbell Row.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
ea_cable_bar_lateral_pulldown,Cable Bar Lateral Pulldown,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_low_seated_row,Cable Low Seated Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_one_arm_bent_over_row,Cable One Arm Bent Over Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_palm_rotational_row,Cable Palm Rotational Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_pushdown_straight_arm,Cable Pushdown (straight Arm),Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_rear_pulldown,Cable Rear Pulldown,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_reverse_grip_straight_back_seated_high_row,Cable Reverse Grip Straight Back Seated High Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_seated_one_arm_alternate_row,Cable Seated One Arm Alternate Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_seated_row,Cable Seated Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_seated_supine_grip_row,Cable Seated Supine Grip Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_seated_on_floor_row,Cable Seated on Floor Row,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_silverback_shrug,Cable Silverback Shrug,Back,P2,True,PASS,PRIOR_REAUDIT,Purpose/Steps,"REV2 changed this card, but the edit does not close every prior finding. Keep the unresolved prior action(s) below.",Use neutral wording about the movement/muscles; avoid claiming one exercise reverses a lifestyle/postural problem without assessment.; Prefer 'brace and maintain a stable/neutral spine' unless posterior pelvic tilt/bench contact is intentionally required.
ea_cable_straight_arm_pulldown,Cable Straight Arm Pulldown,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_cable_twisting_pull,Cable Twisting Pull,Back,P2,False,NOT_VERIFIED,SPINE_CUE,Steps,Uses 'flat/straight back' as a rigid dynamic cue; for loaded hinges/rows/planks a stable neutral spine is clearer.,Use 'brace and maintain a stable/neutral spine' unless flat contact with a support is the actual goal.
ea_chin_up,Chin Up,Back,P2,False,NOT_VERIFIED,DUPLICATE_STEPS,Title↔Steps,"Steps are exactly identical to another differently named exercise: Chin Up, Chin Up Reverse Normal Grip.","Check whether these are true variants. If the movement differs, rewrite the distinguishing setup/execution cue; if identical, consider alias/dedup metadata."
